id,name,category,workoutType,level,raceDistanceTags,surface,durationRangeMinutes,distanceRangeKm,intensityTarget,formulaHooks,safetyFlags,confidenceLabel
wkt_0679,VO2max Intervals — 5 x 3 min — Intermediate Advanced,VO2max Intervals,aerobic-power-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,track,"[55, 75]","[7.5, 14.6]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0680,VO2max Intervals — 5 x 3 min — Advanced,VO2max Intervals,aerobic-power-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,track,"[55, 75]","[7.5, 14.6]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0681,VO2max Intervals — 5 x 3 min — Intermediate v0681,VO2max Intervals,aerobic-power-interval,intermediate,general | 5K | 10K | halfMarathon,road,"[55, 75]","[7.5, 14.6]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0682,VO2max Intervals — 5 x 3 min — Intermediate Advanced v0682,VO2max Intervals,aerobic-power-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,road,"[55, 75]","[7.5, 14.6]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0683,VO2max Intervals — 5 x 3 min — Advanced v0683,VO2max Intervals,aerobic-power-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,road,"[55, 75]","[7.5, 14.6]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0684,VO2max Intervals — 5 x 3 min — Intermediate v0684,VO2max Intervals,aerobic-power-interval,intermediate,general | 5K | 10K | halfMarathon,treadmill,"[55, 75]","[7.5, 14.6]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0685,VO2max Intervals — 5 x 3 min — Intermediate Advanced v0685,VO2max Intervals,aerobic-power-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,treadmill,"[55, 75]","[7.5, 14.6]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0686,VO2max Intervals — 5 x 3 min — Advanced v0686,VO2max Intervals,aerobic-power-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,treadmill,"[55, 75]","[7.5, 14.6]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0687,VO2max Intervals — 5 x 4 min — Intermediate,VO2max Intervals,aerobic-power-interval,intermediate,general | 5K | 10K | halfMarathon,track,"[60, 80]","[8.1, 15.9]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0688,VO2max Intervals — 5 x 4 min — Intermediate Advanced,VO2max Intervals,aerobic-power-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,track,"[60, 80]","[8.1, 15.9]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0689,VO2max Intervals — 5 x 4 min — Advanced,VO2max Intervals,aerobic-power-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,track,"[60, 80]","[8.1, 15.9]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0690,VO2max Intervals — 5 x 4 min — Intermediate v0690,VO2max Intervals,aerobic-power-interval,intermediate,general | 5K | 10K | halfMarathon,road,"[60, 80]","[8.1, 15.9]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0691,VO2max Intervals — 5 x 4 min — Intermediate Advanced v0691,VO2max Intervals,aerobic-power-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,road,"[60, 80]","[8.1, 15.9]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0692,VO2max Intervals — 5 x 4 min — Advanced v0692,VO2max Intervals,aerobic-power-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,road,"[60, 80]","[8.1, 15.9]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0693,VO2max Intervals — 5 x 4 min — Intermediate v0693,VO2max Intervals,aerobic-power-interval,intermediate,general | 5K | 10K | halfMarathon,treadmill,"[60, 80]","[8.1, 15.9]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0694,VO2max Intervals — 5 x 4 min — Intermediate Advanced v0694,VO2max Intervals,aerobic-power-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,treadmill,"[60, 80]","[8.1, 15.9]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0695,VO2max Intervals — 5 x 4 min — Advanced v0695,VO2max Intervals,aerobic-power-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,treadmill,"[60, 80]","[8.1, 15.9]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0696,VO2max Intervals — 5 x 5 min — Intermediate Advanced,VO2max Intervals,aerobic-power-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,track,"[65, 85]","[8.8, 17.1]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0697,VO2max Intervals — 5 x 5 min — Advanced,VO2max Intervals,aerobic-power-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,track,"[65, 85]","[8.8, 17.1]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0698,VO2max Intervals — 5 x 5 min — Intermediate Advanced v0698,VO2max Intervals,aerobic-power-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,road,"[65, 85]","[8.8, 17.1]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0699,VO2max Intervals — 5 x 5 min — Advanced v0699,VO2max Intervals,aerobic-power-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,road,"[65, 85]","[8.8, 17.1]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0700,VO2max Intervals — 5 x 5 min — Intermediate Advanced v0700,VO2max Intervals,aerobic-power-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,treadmill,"[65, 85]","[8.8, 17.1]",Zone 4 / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | trainingLoadEstimate,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0701,6 x 400m 400m Repeats — Threshold,400m Repeats,track-interval,beginner-intermediate,1500m | 5K,track,"[50, 70]","[4.4, 10.4]",3K-5K effort depending user input / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | targetPaceSplit,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0702,6 x 400m 400m Repeats — Threshold v0702,400m Repeats,track-interval,intermediate,1500m | 5K,track,"[50, 70]","[4.4, 10.4]",3K-5K effort depending user input / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | targetPaceSplit,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0703,6 x 400m 400m Repeats — Threshold v0703,400m Repeats,track-interval,intermediate-advanced,1500m | 5K,track,"[50, 70]","[4.4, 10.4]",3K-5K effort depending user input / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | targetPaceSplit,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0704,6 x 400m 400m Repeats — Threshold v0704,400m Repeats,track-interval,advanced,1500m | 5K,track,"[50, 70]","[4.4, 10.4]",3K-5K effort depending user input / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | targetPaceSplit,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0705,6 x 400m 400m Repeats — Threshold v0705,400m Repeats,track-interval,beginner-intermediate,1500m | 5K,road,"[50, 70]","[4.4, 10.4]",3K-5K effort depending user input / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | targetPaceSplit,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0706,6 x 400m 400m Repeats — Threshold v0706,400m Repeats,track-interval,intermediate,1500m | 5K,road,"[50, 70]","[4.4, 10.4]",3K-5K effort depending user input / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | targetPaceSplit,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0707,6 x 400m 400m Repeats — Threshold v0707,400m Repeats,track-interval,intermediate-advanced,1500m | 5K,road,"[50, 70]","[4.4, 10.4]",3K-5K effort depending user input / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | targetPaceSplit,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0708,6 x 400m 400m Repeats — Threshold v0708,400m Repeats,track-interval,advanced,1500m | 5K,road,"[50, 70]","[4.4, 10.4]",3K-5K effort depending user input / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | targetPaceSplit,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0709,6 x 400m 400m Repeats — Threshold v0709,400m Repeats,track-interval,beginner-intermediate,1500m | 5K,road | track,"[50, 70]","[4.4, 10.4]",3K-5K effort depending user input / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | targetPaceSplit,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0710,6 x 400m 400m Repeats — Threshold v0710,400m Repeats,track-interval,intermediate,1500m | 5K,road | track,"[50, 70]","[4.4, 10.4]",3K-5K effort depending user input / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | targetPaceSplit,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0711,6 x 400m 400m Repeats — Threshold v0711,400m Repeats,track-interval,intermediate-advanced,1500m | 5K,road | track,"[50, 70]","[4.4, 10.4]",3K-5K effort depending user input / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | targetPaceSplit,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0712,6 x 400m 400m Repeats — Threshold v0712,400m Repeats,track-interval,advanced,1500m | 5K,road | track,"[50, 70]","[4.4, 10.4]",3K-5K effort depending user input / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | targetPaceSplit,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0713,6 x 400m 400m Repeats — 10K Pace,400m Repeats,track-interval,beginner-intermediate,1500m | 5K,track,"[50, 70]","[4.4, 10.4]",3K-5K effort depending user input / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | targetPaceSplit,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0714,6 x 400m 400m Repeats — 10K Pace v0714,400m Repeats,track-interval,intermediate,1500m | 5K,track,"[50, 70]","[4.4, 10.4]",3K-5K effort depending user input / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | targetPaceSplit,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0715,6 x 400m 400m Repeats — 10K Pace v0715,400m Repeats,track-interval,intermediate-advanced,1500m | 5K,track,"[50, 70]","[4.4, 10.4]",3K-5K effort depending user input / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | targetPaceSplit,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0716,6 x 400m 400m Repeats — 10K Pace v0716,400m Repeats,track-interval,advanced,1500m | 5K,track,"[50, 70]","[4.4, 10.4]",3K-5K effort depending user input / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | targetPaceSplit,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0717,6 x 400m 400m Repeats — 10K Pace v0717,400m Repeats,track-interval,beginner-intermediate,1500m | 5K,road,"[50, 70]","[4.4, 10.4]",3K-5K effort depending user input / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | targetPaceSplit,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0718,6 x 400m 400m Repeats — 10K Pace v0718,400m Repeats,track-interval,intermediate,1500m | 5K,road,"[50, 70]","[4.4, 10.4]",3K-5K effort depending user input / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | targetPaceSplit,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0719,6 x 400m 400m Repeats — 10K Pace v0719,400m Repeats,track-interval,intermediate-advanced,1500m | 5K,road,"[50, 70]","[4.4, 10.4]",3K-5K effort depending user input / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | targetPaceSplit,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0720,6 x 400m 400m Repeats — 10K Pace v0720,400m Repeats,track-interval,advanced,1500m | 5K,road,"[50, 70]","[4.4, 10.4]",3K-5K effort depending user input / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | targetPaceSplit,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0721,6 x 400m 400m Repeats — 10K Pace v0721,400m Repeats,track-interval,beginner-intermediate,1500m | 5K,road | track,"[50, 70]","[4.4, 10.4]",3K-5K effort depending user input / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | targetPaceSplit,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0722,6 x 400m 400m Repeats — 10K Pace v0722,400m Repeats,track-interval,intermediate,1500m | 5K,road | track,"[50, 70]","[4.4, 10.4]",3K-5K effort depending user input / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | targetPaceSplit,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0723,6 x 400m 400m Repeats — 10K Pace v0723,400m Repeats,track-interval,intermediate-advanced,1500m | 5K,road | track,"[50, 70]","[4.4, 10.4]",3K-5K effort depending user input / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | targetPaceSplit,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0724,6 x 400m 400m Repeats — 10K Pace v0724,400m Repeats,track-interval,advanced,1500m | 5K,road | track,"[50, 70]","[4.4, 10.4]",3K-5K effort depending user input / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | targetPaceSplit,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0725,6 x 400m 400m Repeats — 5K Pace,400m Repeats,track-interval,beginner-intermediate,1500m | 5K,track,"[50, 70]","[4.4, 10.4]",3K-5K effort depending user input / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | targetPaceSplit,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_0726,6 x 400m 400m Repeats — 5K Pace v0726,400m Repeats,track-interval,intermediate,1500m | 5K,track,"[50, 70]","[4.4, 10.4]",3K-5K effort depending user input / RPE 7-8,repTime | totalWorkDistance | totalWorkTime | totalRestTime | sessionDuration | targetPaceSplit,highIntensity | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
